DESTINATION,IATA_CODE,AIRLINE,AIRCRAFT,DATETIME,DEPART_TIME,DEPART_DATETIME,DELAY_MINUTES,WEATHER,TEMP,DEST_CODE,AIRLINE_CODE,AIRCRAFT_CODE
Zagreb,ZAG,Croatia Airlines,DH8D,2025-04-28 20:05:00,20:23,2025-04-28 20:23:00,18,2,20.4,181,31,39
Frankfurt,FRA,Lufthansa,A21N,2025-04-28 20:00:00,20:08,2025-04-28 20:08:00,8,2,20.4,61,69,1
Hamburg,HAM,Eurowings,A320,2025-04-28 20:35:00,20:42,2025-04-28 20:42:00,7,2,20.4,69,45,3
Copenhagen,CPH,Swiss,A320,2025-04-28 21:35:00,21:43,2025-04-28 21:43:00,8,2,17.8,45,88,3
Rome,FCO,easyJet,A319,2025-04-28 21:55:00,21:57,2025-04-28 21:57:00,2,2,17.8,142,98,2
Barcelona,BCN,Swiss,A320,2025-04-28 21:50:00,22:02,2025-04-28 22:02:00,12,2,17.8,13,88,3
Paris,CDG,Air Baltic,BCS3,2025-04-28 21:50:00,22:06,2025-04-28 22:06:00,16,2,17.8,126,5,24
London,LHR,British Airways,A20N,2025-04-28 21:45:00,21:51,2025-04-28 21:51:00,6,2,17.8,92,22,0
Bucharest,OTP,Air Baltic,BCS3,2025-04-28 21:45:00,22:44,2025-04-28 22:44:00,59,2,17.8,33,5,24
Tallinn,TLL,Air Baltic,BCS3,2025-04-28 21:45:00,22:00,2025-04-28 22:00:00,15,2,17.8,160,5,24
Berlin,BER,Swiss,A20N,2025-04-28 21:35:00,21:49,2025-04-28 21:49:00,14,2,17.8,18,88,0
Geneva,GVA,Swiss,A320,2025-04-28 21:05:00,21:39,2025-04-28 21:39:00,34,2,17.8,65,88,3
Oslo,OSL,Helvetic Airways,E290,2025-04-28 21:30:00,21:53,2025-04-28 21:53:00,23,2,17.8,122,57,43
Florence,FLR,Helvetic Airways,E290,2025-04-28 21:25:00,21:36,2025-04-28 21:36:00,11,2,17.8,60,57,43
Stockholm,ARN,Swiss,A320,2025-04-28 21:25:00,21:34,2025-04-28 21:34:00,9,2,17.8,157,88,3
Athens,ATH,Swiss,A21N,2025-04-28 21:20:00,21:28,2025-04-28 21:28:00,8,2,17.8,8,88,1
Berlin,BER,easyJet,A320,2025-04-28 21:15:00,21:25,2025-04-28 21:25:00,10,2,17.8,18,98,3
Tel Aviv,TLV,El Al,B738,2025-04-28 21:15:00,21:47,2025-04-28 21:47:00,32,2,17.8,165,36,14
Munich,MUC,Helvetic Airways,E295,2025-04-28 21:05:00,21:26,2025-04-28 21:26:00,21,2,17.8,111,57,44
Palermo,PMO,Swiss,A320,2025-04-28 21:30:00,21:40,2025-04-28 21:40:00,10,2,17.8,124,88,3
Milan,MXP,Ethiopian Airlines,A359,2025-04-28 21:00:00,21:22,2025-04-28 21:22:00,22,2,17.8,108,40,8
Milan,MXP,Helvetic Airways,E190,2025-04-28 22:40:00,22:59,2025-04-28 22:59:00,19,2,17.6,108,57,41
Geneva,GVA,Swiss,BCS1,2025-04-28 22:45:00,23:05,2025-04-28 23:05:00,20,2,17.6,65,88,23
Vilnius,VNO,Air Baltic,BCS3,2025-04-28 22:00:00,23:01,2025-04-28 23:01:00,61,2,17.6,176,5,24
Valencia,VLC,Swiss,A321,2025-04-28 22:00:00,22:26,2025-04-28 22:26:00,26,2,17.6,173,88,4
Prague,PRG,Swiss,BCS3,2025-04-28 22:05:00,22:16,2025-04-28 22:16:00,11,2,17.6,133,88,24
Dubai,DXB,Emirates,B77W,2025-04-28 22:15:00,22:19,2025-04-28 22:19:00,4,2,17.6,52,38,20
Cape Town,CPT,Edelweiss Air,A343,2025-04-28 22:35:00,22:48,2025-04-28 22:48:00,13,2,17.6,39,34,7
Sao Paulo,GRU,Swiss,B77W,2025-04-28 22:40:00,22:56,2025-04-28 22:56:00,16,2,17.6,147,88,20
Hong Kong,HKG,Swiss,B77W,2025-04-28 22:40:00,22:53,2025-04-28 22:53:00,13,2,17.6,73,88,20
Singapore,SIN,Swiss,B77W,2025-04-28 22:40:00,23:02,2025-04-28 23:02:00,22,2,17.6,153,88,20
Johannesburg,JNB,Swiss,A343,2025-04-28 22:40:00,22:50,2025-04-28 22:50:00,10,2,17.6,78,88,7
Skopje,SKP,Chair Airlines,A319,2025-04-29 05:45:00,06:00,2025-04-29 06:00:00,15,2,7.7,154,26,2
Seville,SVQ,Edelweiss Air,A320,2025-04-29 05:45:00,06:07,2025-04-29 06:07:00,22,2,7.7,150,34,3
Madrid,MAD,Helvetic Airways,E190,2025-04-29 06:55:00,07:16,2025-04-29 07:16:00,21,2,8.6,97,57,41
Belgrade,BEG,Swiss,A321,2025-04-29 06:55:00,07:17,2025-04-29 07:17:00,22,2,8.6,16,88,4
Frankfurt,FRA,Helvetic Airways,E195,2025-04-29 06:55:00,07:15,2025-04-29 07:15:00,20,2,8.6,61,57,42
Hannover,HAJ,Helvetic Airways,E195,2025-04-29 06:55:00,07:04,2025-04-29 07:04:00,9,2,8.6,70,57,42
Palma de Mallorca,PMI,Swiss,A20N,2025-04-29 06:50:00,07:09,2025-04-29 07:09:00,19,2,8.6,125,88,0
Brindisi,BDS,Air Baltic,BCS3,2025-04-29 06:50:00,07:05,2025-04-29 07:05:00,15,2,8.6,29,5,24
Malta,MLA,Helvetic Airways,E295,2025-04-29 06:45:00,06:54,2025-04-29 06:54:00,9,2,8.6,100,57,44
Hurghada,HRG,Chair Airlines,A320,2025-04-29 06:40:00,06:43,2025-04-29 06:43:00,3,2,8.6,74,26,3
Lanzarote,ACE,Edelweiss Air,A320,2025-04-29 06:30:00,06:48,2025-04-29 06:48:00,18,2,8.6,87,34,3
Pristina,PRN,Edelweiss Air,A359,2025-04-29 06:30:00,06:50,2025-04-29 06:50:00,20,2,8.6,134,34,8
Marsa Alam,RMF,Edelweiss Air,A320,2025-04-29 06:25:00,06:33,2025-04-29 06:33:00,8,2,8.6,104,34,3
Lisbon,LIS,Swiss,A321,2025-04-29 06:20:00,07:07,2025-04-29 07:07:00,47,2,8.6,90,88,4
Marrakesh,RAK,Edelweiss Air,A320,2025-04-29 06:20:00,06:30,2025-04-29 06:30:00,10,2,8.6,103,34,3
Lisbon,LIS,TAP Air Portugal,A20N,2025-04-29 06:20:00,06:45,2025-04-29 06:45:00,25,2,8.6,90,90,0
Porto,OPO,Swiss,A321,2025-04-29 06:20:00,07:00,2025-04-29 07:00:00,40,2,8.6,132,88,4
Funchal,FNC,Edelweiss Air,A320,2025-04-29 06:10:00,06:32,2025-04-29 06:32:00,22,2,8.6,63,34,3
Tenerife,TFS,Edelweiss Air,A320,2025-04-29 06:10:00,06:24,2025-04-29 06:24:00,14,2,8.6,166,34,3
Gran Canaria,LPA,Edelweiss Air,A320,2025-04-29 06:00:00,06:15,2025-04-29 06:15:00,15,2,8.6,67,34,3
Hurghada,HRG,Edelweiss Air,A320,2025-04-29 06:00:00,06:11,2025-04-29 06:11:00,11,2,8.6,74,34,3
Valencia,VLC,Helvetic Airways,E295,2025-04-29 06:30:00,07:02,2025-04-29 07:02:00,32,2,8.6,173,57,44
Rome,FCO,Swiss,A320,2025-04-29 07:20:00,08:01,2025-04-29 08:01:00,41,2,7.8,142,88,3
Paris,CDG,Swiss,A320,2025-04-29 07:25:00,07:46,2025-04-29 07:46:00,21,2,7.8,126,88,3
Brussels,BRU,Swiss,BCS3,2025-04-29 07:25:00,07:42,2025-04-29 07:42:00,17,2,7.8,32,88,24
Geneva,GVA,Swiss,A321,2025-04-29 07:25:00,07:44,2025-04-29 07:44:00,19,2,7.8,65,88,4
Zakynthos,ZTH,NetJets Europe,C56X,2025-04-29 07:25:00,07:37,2025-04-29 07:37:00,12,2,7.8,182,73,30
Madrid,MAD,Iberia,A320,2025-04-29 07:30:00,07:54,2025-04-29 07:54:00,24,2,7.8,97,59,3
Split,SPU,NetJets Europe,C68A,2025-04-29 07:45:00,07:53,2025-04-29 07:53:00,8,2,7.8,156,73,32
Northolt,NHT,NetJets Europe,C68A,2025-04-29 07:35:00,08:04,2025-04-29 08:04:00,29,2,7.8,117,73,32
Istanbul,IST,Turkish Airlines,B738,2025-04-29 07:40:00,07:56,2025-04-29 07:56:00,16,2,7.8,76,93,14
Paris,CDG,Air France,BCS3,2025-04-29 07:45:00,08:00,2025-04-29 08:00:00,15,2,7.8,126,10,24
Prague,PRG,Helvetic Airways,E190,2025-04-29 07:50:00,08:13,2025-04-29 08:13:00,23,2,7.8,133,57,41
Vienna,VIE,Swiss,A20N,2025-04-29 07:20:00,07:33,2025-04-29 07:33:00,13,2,7.8,175,88,0
Nice,NCE,Swiss,BCS1,2025-04-29 07:30:00,07:51,2025-04-29 07:51:00,21,2,7.8,116,88,23
Berlin,BER,Swiss,BCS3,2025-04-29 07:20:00,07:40,2025-04-29 07:40:00,20,2,7.8,18,88,24
Dusseldorf,DUS,Swiss,BCS1,2025-04-29 07:30:00,07:49,2025-04-29 07:49:00,19,2,7.8,55,88,23
Munich,MUC,Swiss,BCS3,2025-04-29 07:15:00,07:34,2025-04-29 07:34:00,19,2,7.8,111,88,24
Amsterdam,AMS,KLM,B738,2025-04-29 07:00:00,07:19,2025-04-29 07:19:00,19,2,7.8,5,65,14
Birmingham,BHX,Helvetic Airways,E190,2025-04-29 07:00:00,07:31,2025-04-29 07:31:00,31,2,7.8,21,57,41
Krakow,KRK,Helvetic Airways,E195,2025-04-29 07:00:00,07:10,2025-04-29 07:10:00,10,2,7.8,84,57,42
Manchester,MAN,Helvetic Airways,E290,2025-04-29 07:05:00,07:23,2025-04-29 07:23:00,18,2,7.8,101,57,43
Amsterdam,AMS,Swiss,A320,2025-04-29 07:20:00,07:48,2025-04-29 07:48:00,28,2,7.8,5,88,3
Warsaw,WAW,Swiss,BCS3,2025-04-29 07:05:00,07:13,2025-04-29 07:13:00,8,2,7.8,177,88,24
London,LHR,Swiss,A21N,2025-04-29 07:05:00,07:29,2025-04-29 07:29:00,24,2,7.8,92,88,1
Copenhagen,CPH,Helvetic Airways,E190,2025-04-29 07:10:00,07:21,2025-04-29 07:21:00,11,2,7.8,45,57,41
Barcelona,BCN,Swiss,A21N,2025-04-29 07:10:00,07:58,2025-04-29 07:58:00,48,2,7.8,13,88,1
Budapest,BUD,Air Baltic,BCS3,2025-04-29 07:10:00,07:24,2025-04-29 07:24:00,14,2,7.8,34,5,24
London,LHR,British Airways,A319,2025-04-29 07:15:00,07:26,2025-04-29 07:26:00,11,2,7.8,92,22,2
Dresden,DRS,Helvetic Airways,E195,2025-04-29 07:15:00,07:38,2025-04-29 07:38:00,23,2,7.8,51,57,42
Hamburg,HAM,Swiss,A20N,2025-04-29 07:15:00,07:27,2025-04-29 07:27:00,12,2,7.8,69,88,0
Naples,NAP,Helvetic Airways,E295,2025-04-29 07:05:00,07:21,2025-04-29 07:21:00,16,2,7.8,113,57,44
Graz,GRZ,Air Baltic,BCS3,2025-04-29 08:45:00,09:05,2025-04-29 09:05:00,20,2,11.5,68,5,24
Ljubljana,LJU,Helvetic Airways,E290,2025-04-29 08:55:00,09:06,2025-04-29 09:06:00,11,2,11.5,91,57,43
Sharm el-Sheikh,SSH,Swiss Air,CL60,2025-04-29 08:50:00,09:00,2025-04-29 09:00:00,10,2,11.5,152,89,35
Berlin,BER,easyJet,A320,2025-04-29 08:50:00,08:56,2025-04-29 08:56:00,6,2,11.5,18,98,3
Vienna,VIE,Austrian Airlines,A320,2025-04-29 08:50:00,09:03,2025-04-29 09:03:00,13,2,11.5,175,19,3
Bologna,BLQ,Swiss,A320,2025-04-29 08:45:00,10:52,2025-04-29 10:52:00,127,2,11.5,24,88,3
Venice,VCE,Air Baltic,BCS3,2025-04-29 08:45:00,08:58,2025-04-29 08:58:00,13,2,11.5,174,5,24
Dusseldorf,DUS,Eurowings,A320,2025-04-29 08:45:00,08:55,2025-04-29 08:55:00,10,2,11.5,55,45,3
Cologne,CGN,Eurowings,A320,2025-04-29 08:35:00,08:39,2025-04-29 08:39:00,4,2,11.5,43,45,3
Florence,FLR,Swiss,BCS1,2025-04-29 08:35:00,08:42,2025-04-29 08:42:00,7,2,11.5,60,88,23
Rome,FCO,easyJet,A319,2025-04-29 08:30:00,08:45,2025-04-29 08:45:00,15,2,11.5,142,98,2
Hamburg,HAM,Swiss,BCS3,2025-04-29 08:30:00,08:41,2025-04-29 08:41:00,11,2,11.5,69,88,24
Berlin,BER,Helvetic Airways,E290,2025-04-29 08:15:00,08:21,2025-04-29 08:21:00,6,2,11.5,18,57,43
Frankfurt,FRA,Lufthansa,A319,2025-04-29 08:15:00,08:23,2025-04-29 08:23:00,8,2,11.5,61,69,2
London,LCY,Swiss,BCS1,2025-04-29 08:10:00,08:18,2025-04-29 08:18:00,8,2,11.5,92,88,23
Frankfurt,FRA,Condor,A320,2025-04-29 08:00:00,08:32,2025-04-29 08:32:00,32,2,11.5,61,29,3
Luxembourg,LUX,Air Baltic,BCS3,2025-04-29 08:40:00,08:50,2025-04-29 08:50:00,10,2,11.5,95,5,24
Malaga,AGP,Swiss,A20N,2025-04-29 09:40:00,09:51,2025-04-29 09:51:00,11,2,13.7,98,88,0
Doha,DOH,Qatar Airways,A359,2025-04-29 09:40:00,09:45,2025-04-29 09:45:00,5,2,13.7,50,77,8
Barcelona,BCN,Vueling,A321,2025-04-29 09:40:00,10:01,2025-04-29 10:01:00,21,2,13.7,13,96,4
Antalya,AYT,SunExpress,B738,2025-04-29 09:40:00,09:52,2025-04-29 09:52:00,12,2,13.7,6,87,14
Chicago,ORD,United Airlines,B763,2025-04-29 09:50:00,10:10,2025-04-29 10:10:00,20,2,13.7,41,94,16
Porto,OPO,Swiss,A21N,2025-04-29 09:45:00,10:31,2025-04-29 10:31:00,46,2,13.7,132,88,1
Miami,MIA,Swiss,A333,2025-04-29 09:50:00,10:09,2025-04-29 10:09:00,19,2,13.7,107,88,6
Toronto,YYZ,Swiss,A333,2025-04-29 09:55:00,10:32,2025-04-29 10:32:00,37,2,13.7,170,88,6
Stuttgart,STR,Swiss,BCS3,2025-04-29 09:35:00,09:37,2025-04-29 09:37:00,2,2,13.7,158,88,24
Mumbai,BOM,Swiss,A333,2025-04-29 09:45:00,09:55,2025-04-29 09:55:00,10,2,13.7,110,88,6
Palma de Mallorca,PMI,easyJet,A319,2025-04-29 09:30:00,09:57,2025-04-29 09:57:00,27,2,13.7,125,98,2
Hamburg,HAM,Eurowings,A319,2025-04-29 09:00:00,09:11,2025-04-29 09:11:00,11,2,13.7,69,45,2
Belgrade,BEG,AirSERBIA,A319,2025-04-29 09:30:00,09:32,2025-04-29 09:32:00,2,2,13.7,16,13,2
Frankfurt,FRA,Air Dolomiti,E190,2025-04-29 09:30:00,09:33,2025-04-29 09:33:00,3,2,13.7,61,8,41
Athens,ATH,Swiss,BCS3,2025-04-29 09:25:00,09:58,2025-04-29 09:58:00,33,2,13.7,8,88,24
Chicago,ORD,Swiss,A333,2025-04-29 09:25:00,09:42,2025-04-29 09:42:00,17,2,13.7,41,88,6
Thessaloniki,SKG,Swiss,A321,2025-04-29 09:15:00,09:35,2025-04-29 09:35:00,20,2,13.7,167,88,4
Sofia,SOF,Swiss,A320,2025-04-29 09:15:00,09:24,2025-04-29 09:24:00,9,2,13.7,155,88,3
Geneva,GVA,Swiss,A320,2025-04-29 09:10:00,09:21,2025-04-29 09:21:00,11,2,13.7,65,88,3
Berlin,BER,Eurowings,A320,2025-04-29 09:05:00,09:12,2025-04-29 09:12:00,7,2,13.7,18,45,3
Beef Island,EIS,VistaJet,GLEX,2025-04-29 09:00:00,09:10,2025-04-29 09:10:00,10,2,13.7,15,95,50
Milan,MXP,Air Baltic,BCS3,2025-04-29 09:00:00,09:15,2025-04-29 09:15:00,15,2,13.7,108,5,24
Munich,MUC,Helvetic Airways,E295,2025-04-29 09:30:00,09:40,2025-04-29 09:40:00,10,2,13.7,111,57,44
Oslo,OSL,Helvetic Airways,E195,2025-04-29 10:40:00,10:50,2025-04-29 10:50:00,10,2,15.9,122,57,42
Vienna,VIE,Austrian Airlines,A320,2025-04-29 10:40:00,10:46,2025-04-29 10:46:00,6,2,15.9,175,19,3
Palma de Mallorca,PMI,Swiss,A20N,2025-04-29 10:45:00,11:21,2025-04-29 11:21:00,36,2,15.9,125,88,0
Istanbul,IST,Turkish Airlines,A321,2025-04-29 10:45:00,11:00,2025-04-29 11:00:00,15,2,15.9,76,93,4
Rome,FCO,ITA Airways,A319,2025-04-29 10:40:00,10:47,2025-04-29 10:47:00,7,2,15.9,142,58,2
Helsinki,HEL,Finnair,A320,2025-04-29 10:50:00,10:55,2025-04-29 10:55:00,5,2,15.9,71,47,3
Dublin,DUB,Swiss,A320,2025-04-29 10:50:00,11:04,2025-04-29 11:04:00,14,2,15.9,53,88,3
Zagreb,ZAG,Helvetic Airways,E190,2025-04-29 10:55:00,11:02,2025-04-29 11:02:00,7,2,15.9,181,57,41
Malaga,AGP,Haute Aviation,E55P,2025-04-29 10:45:00,11:16,2025-04-29 11:16:00,31,2,15.9,98,56,48
London,LGW,easyJet,A320,2025-04-29 10:30:00,10:45,2025-04-29 10:45:00,15,2,15.9,92,98,3
Antalya,AYT,Pegasus,A20N,2025-04-29 10:55:00,12:11,2025-04-29 12:11:00,76,2,15.9,6,76,0
London,LHR,Swiss,A20N,2025-04-29 10:30:00,10:43,2025-04-29 10:43:00,13,2,15.9,92,88,0
New York,JFK,Swiss,A333,2025-04-29 10:00:00,10:21,2025-04-29 10:21:00,21,2,15.9,115,88,6
Hurghada,HRG,Edelweiss Air,A320,2025-04-29 10:00:00,10:17,2025-04-29 10:17:00,17,2,15.9,74,34,3
London,LCY,British Airways,E190,2025-04-29 10:05:00,10:16,2025-04-29 10:16:00,11,2,15.9,92,22,41
Atlanta,ATL,Delta Air Lines,B763,2025-04-29 10:10:00,10:34,2025-04-29 10:34:00,24,2,15.9,9,33,16
Naples,NAP,easyJet,A20N,2025-04-29 10:30:00,10:41,2025-04-29 10:41:00,11,2,15.9,113,98,0
Copenhagen,CPH,SAS,A20N,2025-04-29 10:20:00,10:19,2025-04-29 10:19:00,-1,2,15.9,45,80,0
London,LHR,British Airways,A319,2025-04-29 10:25:00,10:38,2025-04-29 10:38:00,13,2,15.9,92,22,2
Bucharest,OTP,Swiss,A320,2025-04-29 10:25:00,10:36,2025-04-29 10:36:00,11,2,15.9,33,88,3
Warsaw,WAW,LOT,E295,2025-04-29 10:30:00,10:39,2025-04-29 10:39:00,9,2,15.9,177,68,44
New York,EWR,United Airlines,B763,2025-04-29 10:10:00,13:08,2025-04-29 13:08:00,178,2,15.9,115,94,16
Istanbul,SAW,AJet,B738,2025-04-29 11:40:00,11:56,2025-04-29 11:56:00,16,2,17.8,76,0,14
Kalamata,KLX,Edelweiss Air,A320,2025-04-29 11:55:00,12:05,2025-04-29 12:05:00,10,2,17.8,79,34,3
Washington,IAD,United Airlines,B763,2025-04-29 11:55:00,12:17,2025-04-29 12:17:00,22,2,17.8,178,94,16
Tirana,TIA,Helvetic Airways,E195,2025-04-29 11:55:00,12:14,2025-04-29 12:14:00,19,2,17.8,168,57,42
Tel Aviv,TLV,Swiss,A333,2025-04-29 11:50:00,12:17,2025-04-29 12:17:00,27,2,17.8,165,88,6
Amsterdam,AMS,KLM,B739,2025-04-29 11:50:00,12:25,2025-04-29 12:25:00,35,2,17.8,5,65,15
Madrid,MAD,Iberia,A321,2025-04-29 11:50:00,12:34,2025-04-29 12:34:00,44,2,17.8,97,59,4
Philadelphia,PHL,American Airlines,B788,2025-04-29 11:45:00,12:02,2025-04-29 12:02:00,17,2,17.8,127,17,21
Zagreb,ZAG,Croatia Airlines,DH8D,2025-04-29 11:45:00,11:53,2025-04-29 11:53:00,8,2,17.8,181,31,39
Pristina,PRN,Chair Airlines,A320,2025-04-29 11:40:00,12:36,2025-04-29 12:36:00,56,2,17.8,134,26,3
Geneva,GVA,Swiss,BCS3,2025-04-29 11:40:00,11:58,2025-04-29 11:58:00,18,2,17.8,65,88,24
Singapore,SIN,Singapore Airlines,B77W,2025-04-29 11:45:00,12:01,2025-04-29 12:01:00,16,2,17.8,153,83,20
Palma de Mallorca,PMI,Eurowings,A320,2025-04-29 11:30:00,11:43,2025-04-29 11:43:00,13,2,17.8,125,45,3
Porto,OPO,easyJet,A320,2025-04-29 11:05:00,11:39,2025-04-29 11:39:00,34,2,17.8,132,98,3
Istanbul,SAW,Pegasus,A21N,2025-04-29 11:35:00,12:00,2025-04-29 12:00:00,25,2,17.8,76,76,1
Madrid,MAD,Air Europa,B738,2025-04-29 11:10:00,11:29,2025-04-29 11:29:00,19,2,17.8,97,9,14
Dublin,DUB,Aer Lingus,A320,2025-04-29 11:15:00,11:26,2025-04-29 11:26:00,11,2,17.8,53,3,3
Abu Dhabi,AUH,Etihad Airways,B789,2025-04-29 11:15:00,11:23,2025-04-29 11:23:00,8,2,17.8,0,41,22
Athens,ATH,Aegean Airlines,A20N,2025-04-29 11:15:00,11:33,2025-04-29 11:33:00,18,2,17.8,8,2,0
Paris,CDG,Air France,BCS3,2025-04-29 11:20:00,11:37,2025-04-29 11:37:00,17,2,17.8,126,10,24
Frankfurt,FRA,Lufthansa,A319,2025-04-29 11:20:00,11:30,2025-04-29 11:30:00,10,2,17.8,61,69,2
Palma de Mallorca,PMI,Chair Airlines,A319,2025-04-29 11:20:00,11:51,2025-04-29 11:51:00,31,2,17.8,125,26,2
Miami,OPF,Qatar Executive,GLF6,2025-04-29 11:25:00,11:41,2025-04-29 11:41:00,16,2,17.8,107,78,51
Manchester,MAN,easyJet,A320,2025-04-29 11:15:00,11:34,2025-04-29 11:34:00,19,2,17.8,101,98,3
Montreal,YUL,Swiss,A333,2025-04-29 12:40:00,12:58,2025-04-29 12:58:00,18,1,20.0,109,88,6
Amsterdam,AMS,Swiss,BCS1,2025-04-29 12:30:00,12:50,2025-04-29 12:50:00,20,1,20.0,5,88,23
Copenhagen,CPH,Swiss,A320,2025-04-29 12:30:00,13:20,2025-04-29 13:20:00,50,1,20.0,45,88,3
Tel Aviv,TLV,El Al,B738,2025-04-29 12:30:00,13:39,2025-04-29 13:39:00,69,1,20.0,165,36,14
Nice,NCE,Helvetic Airways,E295,2025-04-29 12:35:00,12:54,2025-04-29 12:54:00,19,1,20.0,116,57,44
Hamburg,HAM,Swiss,BCS3,2025-04-29 12:35:00,12:49,2025-04-29 12:49:00,14,1,20.0,69,88,24
Stuttgart,STR,Helvetic Airways,E190,2025-04-29 12:35:00,12:52,2025-04-29 12:52:00,17,1,20.0,158,57,41
Hannover,HAJ,Helvetic Airways,E290,2025-04-29 12:40:00,13:02,2025-04-29 13:02:00,22,1,20.0,70,57,43
Lisbon,LIS,Swiss,A21N,2025-04-29 12:50:00,13:17,2025-04-29 13:17:00,27,1,20.0,90,88,1
Paris,CDG,Air Baltic,BCS3,2025-04-29 12:45:00,13:19,2025-04-29 13:19:00,34,1,20.0,126,5,24
Florence,FLR,Helvetic Airways,E295,2025-04-29 12:55:00,13:14,2025-04-29 13:14:00,19,1,20.0,60,57,44
Venice,VCE,Swiss,BCS1,2025-04-29 12:55:00,13:15,2025-04-29 13:15:00,20,1,20.0,174,88,23
Frankfurt,FRA,Helvetic Airways,E290,2025-04-29 12:50:00,13:12,2025-04-29 13:12:00,22,1,20.0,61,57,43
Washington,IAD,Swiss,A333,2025-04-29 12:50:00,13:06,2025-04-29 13:06:00,16,1,20.0,178,88,6
Rome,FCO,Air Baltic,BCS3,2025-04-29 12:45:00,13:05,2025-04-29 13:05:00,20,1,20.0,142,5,24
Dubai,DXB,Swiss,B77W,2025-04-29 12:30:00,12:59,2025-04-29 12:59:00,29,1,20.0,52,88,20
Berlin,BER,Swiss,A320,2025-04-29 12:40:00,13:04,2025-04-29 13:04:00,24,1,20.0,18,88,3
Budapest,BUD,Air Baltic,BCS3,2025-04-29 12:25:00,13:28,2025-04-29 13:28:00,63,1,20.0,34,5,24
Palermo,PMO,Swiss,A321,2025-04-29 12:00:00,12:19,2025-04-29 12:19:00,19,1,20.0,124,88,4
Marseille,MRS,Helvetic Airways,E190,2025-04-29 12:25:00,12:45,2025-04-29 12:45:00,20,1,20.0,105,57,41
Gothenburg,GOT,Helvetic Airways,E195,2025-04-29 12:00:00,12:06,2025-04-29 12:06:00,6,1,20.0,66,57,42
Valencia,VLC,Swiss,A320,2025-04-29 12:00:00,12:13,2025-04-29 12:13:00,13,1,20.0,173,88,3
Prague,PRG,Swiss,BCS3,2025-04-29 12:45:00,12:55,2025-04-29 12:55:00,10,1,20.0,133,88,24
Bucharest,OTP,Air Baltic,BCS3,2025-04-29 12:00:00,13:23,2025-04-29 13:23:00,83,1,20.0,33,5,24
London,LHR,Swiss,BCS1,2025-04-29 12:05:00,12:23,2025-04-29 12:23:00,18,1,20.0,92,88,23
Brindisi,BDS,Swiss,BCS3,2025-04-29 12:05:00,12:21,2025-04-29 12:21:00,16,1,20.0,29,88,24
Athens,ATH,Swiss,A20N,2025-04-29 12:05:00,12:46,2025-04-29 12:46:00,41,1,20.0,8,88,0
Delhi,DEL,Swiss,A333,2025-04-29 12:10:00,12:26,2025-04-29 12:26:00,16,1,20.0,48,88,6
Cairo,CAI,Swiss,BCS3,2025-04-29 12:10:00,12:31,2025-04-29 12:31:00,21,1,20.0,36,88,24
Palma de Mallorca,PMI,Swiss,A321,2025-04-29 12:10:00,12:38,2025-04-29 12:38:00,28,1,20.0,125,88,4
Cancun,CUN,Edelweiss Air,A343,2025-04-29 12:10:00,12:28,2025-04-29 12:28:00,18,1,20.0,37,34,7
Warsaw,WAW,Helvetic Airways,E290,2025-04-29 12:15:00,12:39,2025-04-29 12:39:00,24,1,20.0,177,57,43
Belgrade,BEG,Air Baltic,BCS3,2025-04-29 12:15:00,13:11,2025-04-29 13:11:00,56,1,20.0,16,5,24
Stockholm,ARN,Swiss,A320,2025-04-29 12:20:00,13:01,2025-04-29 13:01:00,41,1,20.0,157,88,3
Sarajevo,SJJ,Helvetic Airways,E295,2025-04-29 12:20:00,12:41,2025-04-29 12:41:00,21,1,20.0,148,57,44
Naples,NAP,Swiss,A20N,2025-04-29 12:20:00,12:33,2025-04-29 12:33:00,13,1,20.0,113,88,0
Barcelona,BCN,Swiss,A321,2025-04-29 12:20:00,12:42,2025-04-29 12:42:00,22,1,20.0,13,88,4
Vienna,VIE,Air Baltic,BCS3,2025-04-29 12:25:00,12:44,2025-04-29 12:44:00,19,1,20.0,175,5,24
Dusseldorf,DUS,Helvetic Airways,E195,2025-04-29 12:45:00,12:56,2025-04-29 12:56:00,11,1,20.0,55,57,42
Milan,MXP,Helvetic Airways,E190,2025-04-29 13:00:00,13:21,2025-04-29 13:21:00,21,1,21.7,108,57,41
Chicago,ORD,Swiss,A333,2025-04-29 13:05:00,13:32,2025-04-29 13:32:00,27,1,21.7,41,88,6
Geneva,GVA,Swiss,BCS3,2025-04-29 13:00:00,13:24,2025-04-29 13:24:00,24,1,21.7,65,88,24
New York,JFK,Delta Air Lines,B764,2025-04-29 13:35:00,13:45,2025-04-29 13:45:00,10,1,21.7,115,33,17
Berlin,BER,Helvetic Airways,E290,2025-04-29 13:35:00,13:42,2025-04-29 13:42:00,7,1,21.7,18,57,43
Bangkok,BKK,Thai Airways,B77W,2025-04-29 13:30:00,13:55,2025-04-29 13:55:00,25,1,21.7,12,91,20
Hong Kong,HKG,Cathay Pacific,A359,2025-04-29 13:30:00,13:53,2025-04-29 13:53:00,23,1,21.7,73,25,8
Toronto,YYZ,Air Canada,B77W,2025-04-29 13:25:00,13:40,2025-04-29 13:40:00,15,1,21.7,170,7,20
Lisbon,LIS,TAP Air Portugal,A321,2025-04-29 13:15:00,15:35,2025-04-29 15:35:00,140,1,21.7,90,90,4
